fid,identif,cap_lycee,cap_poste,cap_urgenc,cap_mat,output_location,output_usage,output_capacity,xcoord,ycoord,longitude,x,y
"706","1509","1","1","1","1",,,,891976.160728318,6295024.80444206,891976.160728318,3948319.1132312054,2302477.7827114398
"707","482","14474","882","39158","98453",,,,900667.057599999,6302736.1105,900667.057599999,3957670.6412303471,2309343.6204626868
"708","406","2723","573","89506","130065",,,,905667.057599999,6292736.1105,905667.057599999,3961779.7384668095,2298949.5156581113
"709","441","31409","1437","166558","154690",,,,905667.057599999,6297736.1105,905667.057599999,3962219.9034696338,2303917.4335192526
"710","484","1666","441","38505","90314",,,,910667.057599999,6302736.1105,910667.057599999,3967649.8789051175,2308427.9342201822
"711","485","33930","39301","70344","67899",,,,915667.057599999,6302736.1105,915667.057599999,3972639.5834788471,2307970.4377042307
"712","440","21963","77355","9265","98453",,,,900667.057599999,6297736.1105,900667.057599999,3957230.3524835249,2304375.3393278839
"713","443","9120","1750","341975","92412",,,,915667.057599999,6297736.1105,915667.057599999,3972199.1773889097,2303002.3132822076
"714","444","18444","2786","85856","270166",,,,920667.057599999,6297736.1105,920667.057599999,3977188.8984759618,2302545.0988327051
"715","442","88618","12017","72786","116948",,,,910667.057599999,6297736.1105,910667.057599999,3967209.5120790447,2303459.7581738494
"716","407","45202","12585","130065","110994",,,,910667.057599999,6292736.1105,910667.057599999,3966769.3058198090,2298491.8928377414
"717","408","18166","11956","106716","106408",,,,915667.057599999,6292736.1105,915667.057599999,3971758.9297234896,2298034.4998600124
"718","483","28456","14306","80054","122732",,,,905667.057599999,6302736.1105,905667.057599999,3962660.2311820360,2308885.6618030379
"719","1505","1","1","1","1",,,,902857.172073674,6301937.0578499,902857.172073674,3959785.8122045938,2308348.9950342770
"720","1506","1","1","1","1",,,,908975.673894011,6305112.06419991,908975.673894011,3966171.2990818042,2310943.6943846904
"721","1503","1","1","1","1",,,,898921.487118971,6296083.13989206,898921.487118971,3955342.9276581449,2302892.8323020716
"722","1507","1","1","1","1",,,,907785.046512756,6291519.06826392,907785.046512756,3963786.1815722743,2297546.4592536362
"723","1504","1","1","1","1",,,,904676.186128369,6299192.00027645,904676.186128369,3961359.2927706768,2305454.7700907439
"724","696","53181","1471","153397","113506",,,,850667.057599999,6327736.1105,850667.057599999,3909980.4364828025,2338784.6173569155
"725","650","50094","3380","108402","117798",,,,846540.184346252,6326862.98375375,846540.184346252,3905785.6069250247,2338296.9548531477
"726","651","9596","4149","42476","159825",,,,850667.057599999,6322736.1105,850667.057599999,3909539.6039213282,2333814.2917245361
"727","697","52040","17150","87499","95904",,,,855667.057599999,6327736.1105,855667.057599999,3914969.5538845551,2338324.0568087734
"728","698","10065","1384","106716","167623",,,,860667.057599999,6327736.1105,860667.057599999,3919958.7388838590,2337863.7304362329
"729","1358","1","1","1","1",,,,857132.268820496,6324706.74509414,857132.268820496,3916164.4576139809,2335177.7617289051
"730","653","155913","15155","72786","98453",,,,860667.057599999,6322736.1105,860667.057599999,3919517.8525316752,2332893.5195284551
"731","654","14057","10780","14048","106408",,,,865667.057599999,6322736.1105,865667.057599999,3924507.0771315633,2332433.4837621897
"732","699","22559","2146","108402","116948",,,,865667.057599999,6327736.1105,865667.057599999,3924947.9905745094,2337403.6382490955
"733","610","57584","13919","23408","183156",,,,870667.057599999,6317736.1105,870667.057599999,3929055.6024740231,2327003.8730619852
"734","564","17112","935","115657","159647",,,,860667.057599999,6312736.1105,860667.057599999,3918636.6204355559,2322953.9703182271
"735","608","4737","480","14048","70439",,,,860667.057599999,6317736.1105,860667.057599999,3919077.1462524142,2327923.5982685210
"736","607","65578","5926","115657","92412",,,,855667.057599999,6317736.1105,855667.057599999,3914088.0173308151,2328383.8102747197
"737","565","58378","88618","269557","67899",,,,865667.057599999,6312736.1105,865667.057599999,3923625.7843828928,2322494.0482082800
"738","609","14306","1750","117798","194329",,,,865667.057599999,6317736.1105,865667.057599999,3924066.3416037671,2327463.6191948084
"739","1365","1","1","1","1",,,,871065.255019801,6315798.20644373,871065.255019801,3929282.1617939062,2325041.1472641830
"740","702","46475","17456","118106","118678",,,,880667.057599999,6327736.1105,880667.057599999,3939916.1367268814,2336024.7668653829
"741","701","15956","1189","125962","159647",,,,875667.057599999,6327736.1105,875667.057599999,3934926.6904031662,2336484.1564593427
"742","748","7943","1814","143078","194329",,,,875667.057599999,6332736.1105,875667.057599999,3935367.8316327822,2341454.4867910380
"743","749","46619","3988","54881","46745",,,,880667.057599999,6332736.1105,880667.057599999,3940357.3032941497,2340995.0429346478
"744","1354","1","1","1","1",,,,873681.989419937,6327048.31227728,873681.989419937,3932885.1616235562,2335982.9078284213
"745","706","45202","670","130065","167623",,,,900667.057599999,6327736.1105,900667.057599999,3959874.5435661385,2334189.5504946560
"746","704","38430","3703","183156","330630",,,,890667.057599999,6327736.1105,890667.057599999,3949895.2176544592,2335106.6902845576
"747","705","10718","1508","89506","279505",,,,895667.057599999,6327736.1105,895667.057599999,3954884.8504416938,2334648.0032932209
"748","752","14306","14731","80101","90314",,,,895667.057599999,6332736.1105,895667.057599999,3955326.0938700703,2339618.1203411613
"749","797","28499","4422","27953","143078",,,,885667.057599999,6337736.1105,885667.057599999,3945788.1986868009,2345506.3400425557
"750","798","58716","2346","31756","38505",,,,890667.057599999,6337736.1105,890667.057599999,3950777.8193068425,2345047.3131219731
"751","799","10065","6028","117798","67899",,,,895667.057599999,6337736.1105,895667.057599999,3955767.5014618426,2344588.5216559432
"752","703","14257","33959","47834","183156",,,,885667.057599999,6327736.1105,885667.057599999,3944905.6461133510,2335565.6114741736
"753","750","227","7431","4553","113322",,,,885667.057599999,6332736.1105,885667.057599999,3945346.8381582033,2340535.8339089449
"754","751","55449","2903","95904","36286",,,,890667.057599999,6332736.1105,890667.057599999,3950336.4353189678,2340076.8597123609
"755","1332","1","1","1","1",,,,898552.872495037,6336374.89343044,898552.872495037,3958527.1987795634,2342970.6524866289
"756","1341","1","1","1","1",,,,860055.920501133,6346164.49634298,860055.920501133,3920975.4234770881,2356241.0416165730
"757","842","12423","10837","89506","113506",,,,885667.057599999,6347736.1105,885667.057599999,3946671.4235813352,2355448.1887287181
"758","883","26795","10812","80101","116948",,,,870667.057599999,6347736.1105,870667.057599999,3931702.8203862761,2356827.0036352454
"759","885","21839","33959","89506","122920",,,,880170.100000001,6346983.8,880170.100000001,3941119.4386946615,2355205.2444699290
"760","1333","1","1","1","1",,,,889887.750998127,6344709.28509922,889887.750998127,3950615.9683145457,2352051.2886632117
"761","922","10695","3606","39158","122920",,,,870667.057599999,6352736.1105,870667.057599999,3932144.6339035919,2361798.4982740260
"762","881","40637","1110","118106","90314",,,,860667.057599999,6347736.1105,860667.057599999,3921724.0772047960,2357747.3972013630
"763","1339","1","1","1","1",,,,859725.190673007,6355028.05573676,859725.190673007,3921428.5695961183,2365084.7726880061
"764","880","88618","3445","118106","98663",,,,855667.057599999,6347736.1105,855667.057599999,3916734.8059936874,2358207.9490615064
"765","882","90903","13523","115657","98453",,,,865667.057599999,6347736.1105,865667.057599999,3926713.4156349823,2357287.0820572712
"766","1335","1","1","1","1",,,,869845.523413672,6355557.22346177,869845.523413672,3931574.1897028806,2364679.2381149963
"767","1340","1","1","1","1",,,,858402.271360501,6350530.13007425,858402.271360501,3919710.9849877330,2360734.1108789667
"768","920","10065","3830","127012","183156",,,,860667.057599999,6352736.1105,860667.057599999,3922165.8580519673,2362719.0013131252
"769","1337","1","1","1","1",,,,867927.290410539,6351125.44376487,867927.290410539,3929268.3162073330,2360449.0770213185
"770","1336","1","1","1","1",,,,867927.290410539,6353572.84449301,867927.290410539,3929484.6068848521,2362882.5952151269
"771","919","10780","8786","45625","113506",,,,855667.057599999,6352736.1105,855667.057599999,3917176.5707061952,2363179.6088663316
"772","921","21609","6142","110930","457767",,,,865667.057599999,6352736.1105,865667.057599999,3927155.2127497015,2362258.6311138179
"773","1338","1","1","1","1",,,,863561.656679272,6356549.41294615,863561.656679272,3925391.3408013145,2366244.2567881239
"774","17","40401","700","24518","159647",,,,970667.057599999,6232736.1105,970667.057599999,4021370.3757309550,2233436.7878426271
"775","34","10780","3643","153397","65356",,,,970667.057599999,6237736.1105,970667.057599999,4021809.4369310681,2238400.0159833734
"776","35","21234","8427","142826","98663",,,,975667.057599999,6237736.1105,975667.057599999,4026799.0497240871,2237945.8909513578
"777","52","14048","573","47834","36286",,,,965667.057599999,6242736.1105,965667.057599999,4017259.0023753783,2243817.9985336997
"778","53","24961","6822","24518","116948",,,,970667.057599999,6242736.1105,970667.057599999,4022248.6381954490,2243363.6018515425
"779","74","193","3420","95904","183156",,,,970667.057599999,6247736.1105,970667.057599999,4022687.9790971335,2248327.5418472379
"780","1412","1","1","1","1",,,,977795.67369731,6235697.22007509,977795.67369731,4028744.1605739482,2235728.7159725782
"781","48","21839","24476","89506","90314",,,,945667.057599999,6242736.1105,945667.057599999,3997300.9150582287,2245637.8220327781
"782","49","57584","797","54881","92412",,,,950667.057599999,6242736.1105,950667.057599999,4002290.3665932482,2245182.5305907424
"783","50","8269","26591","143078","67899",,,,955667.057599999,6242736.1105,955667.057599999,4007279.8656241558,2244727.4628764079
"784","51","21609","1878","79400","105730",,,,960667.057599999,6242736.1105,960667.057599999,4012269.4112014985,2244272.6188660040
"785","15","39228","1869","130065","457767",,,,960667.057599999,6232736.1105,960667.057599999,4011391.4188339114,2234345.6086251503
"786","16","227","10331","4553","457767",,,,965667.057599999,6232736.1105,965667.057599999,4016380.8751266832,2233891.0869920966
"787","32","55449","17025","110930","122920",,,,960667.057599999,6237736.1105,960667.057599999,4011830.3428752050,2239308.9351859270
"788","33","28333","4824","72786","127767",,,,965667.057599999,6237736.1105,965667.057599999,4016819.8676638310,2238854.3640517043
"789","298","5060","573","110930","110994",,,,1005667.0576,6277736.1105,1005667.0576,4060258.4343794938,2274941.6929662535
"790","299","36402","1844","45625","159647",,,,1010667.0576,6277736.1105,1010667.0576,4065248.8097029282,2274488.7855587862
"791","176","1244","4644","116707","127767",,,,1000667.0576,6262736.1105,1000667.0576,4053947.0195786618,2260498.6663064323
"792","216","75942","3380","127012","194329",,,,1000667.0576,6267736.1105,1000667.0576,4054387.2542368914,2265463.7167180879
"793","257","5615","1508","21440","46745",,,,1000667.0576,6272736.1105,1000667.0576,4054827.6136536263,2270429.1051020427
"794","258","55449","1994","79400","330630",,,,1005667.0576,6272736.1105,1005667.0576,4059817.8976771366,2269976.0125150937
"795","143","18855","1202","341975","167623",,,,1000667.0576,6257736.1105,1000667.0576,4053506.9101234353,2255533.9574794513
"796","175","32738","3192","151858","70439",,,,995667.057599999,6262736.1105,995667.057599999,4048956.8865782106,2260951.8990852674
"797","214","42076","8951","127012","130065",,,,990667.057599999,6267736.1105,990667.057599999,4044406.9140148177,2266370.4957016534
"798","215","28028","18338","115916","90314",,,,995667.057599999,6267736.1105,995667.057599999,4049397.0642055320,2265916.9930224121
"799","256","2910","1222","116707","98663",,,,995667.057599999,6272736.1105,995667.057599999,4049837.3687121370,2270882.4246115461
"800","1414","1","1","1","1",,,,998188.47489958,6270476.76880085,998188.47489958,4052154.8740329738,2268410.0416602879
"801","217","21234","14960","142826","270166","801","270166.0","270166.0",1005667.0576,6267736.1105,1005667.0576,4059377.4831654704,2265010.6667436091
"802","218","75785","10732","4553","279505",,,,1010667.0576,6267736.1105,1010667.0576,4064367.7500473545,2264557.8430517884
"803","259","4273","2701","216","90314",,,,1010667.0576,6272736.1105,1010667.0576,4064808.2198408018,2269523.1468030196
"804","260","36402","20307","45625","70439",,,,1015039.9,6272906.5,1015039.9,4069187.6428581183,2269296.4824772850
"805","279","65516","6338","14048","113506",,,,910667.057599999,6277736.1105,910667.057599999,3965449.6545231543,2283590.1974875717
"806","278","58378","7761","39158","92412",,,,905667.057599999,6277736.1105,905667.057599999,3960460.2237730520,2284047.6610125136
"807","237","26338","227","95904","159647",,,,900667.057599999,6272736.1105,900667.057599999,3955031.3896054486,2279538.6585086482
"808","317","2294","3024","115657","106408",,,,900667.057599999,6282736.1105,900667.057599999,3955910.4769740566,2289472.3713119705
"809","274","17308","5756","119535","106408",,,,885667.057599999,6277736.1105,885667.057599999,3940503.0804299298,2285879.7954495237
"810","275","24961","4950","27953","38505",,,,890667.057599999,6277736.1105,890667.057599999,3945492.2774562975,2285421.4197827335
"811","1387","1","1","1","1",,,,902587.710781382,6269034.78675022,902587.710781382,3956622.7107829144,2275686.3974039876
"812","1399","1","1","1","1",,,,904373.651853264,6245288.38509075,904373.651853264,3956320.3788862862,2251940.6602144712
"813","191","18166","2130","127012","65356",,,,875667.057599999,6267736.1105,875667.057599999,3929646.6185493129,2276863.6088424777
"814","232","22","2251","85856","36286",,,,875667.057599999,6272736.1105,875667.057599999,3930085.6552973720,2281830.2564034350
"815","230","4273","6142","56541","106408",,,,865667.057599999,6272736.1105,865667.057599999,3920107.7924187072,2282748.4875585460
"816","231","10780","5978","47834","106408",,,,870667.057599999,6272736.1105,870667.057599999,3925096.6921524894,2282289.2582724011
"817","192","47779","6057","46745","46745",,,,880667.057599999,6267736.1105,880667.057599999,3934635.5930812089,2276404.8919685716
"818","21","77061","4380","9265","270166","818","270166.0","270166.0",910667.057599999,6237736.1105,910667.057599999,3961937.7506178766,2243866.9201614629
"819","22","75785","670","85856","70439",,,,915667.057599999,6237736.1105,915667.057599999,3966926.7783119199,2243410.1172025120
"820","1396","1","1","1","1",,,,914130.181782991,6239665.9780126,914130.181782991,3965562.4831308634,2245466.4994876180
"821","400","1666","270","38505","159825",,,,875667.057599999,6292736.1105,875667.057599999,3931843.5736819226,2301700.0796312382
"822","351","15605","3710","110930","116948",,,,860667.057599999,6287736.1105,860667.057599999,3916436.7118642577,2298110.3581569409
"823","397","76941","21783","87499","38505",,,,860667.057599999,6292736.1105,860667.057599999,3916876.3295543273,2303078.4647408226
"824","398","36284","2458","39158","279505",,,,865667.057599999,6292736.1105,865667.057599999,3921865.3463765639,2302618.7731884862
"825","1381","1","1","1","1",,,,867927.224793742,6291788.99892531,867927.224793742,3924037.2713714968,2301469.9743567952
"826","1380","1","1","1","1",,,,875930.886634399,6294633.2754472,875930.886634399,3932273.7322072983,2303560.9329454489
"827","1379","1","1","1","1",,,,876559.273307839,6289506.96311125,876559.273307839,3932449.8341736854,2298409.6897144099
"828","156","75942","8777","106716","143078",,,,895667.057599999,6262736.1105,895667.057599999,3949163.8088814369,2270064.0130839939
"829","157","47411","2163","118106","117798",,,,900667.057599999,6262736.1105,900667.057599999,3954152.9696922833,2269606.2589702960
"830","196","9325","1593","79400","183156",,,,900667.057599999,6267736.1105,900667.057599999,3954592.0960168857,2274572.2927676924
"831","121","85117","5341","38505","65356",,,,895667.057599999,6257736.1105,895667.057599999,3948724.9061242463,2265098.2591344491
"832","1394","1","1","1","1",,,,902753.075695445,6260601.176133,902753.075695445,3956047.0227129599,2267295.0297901505
"833","1382","1","1","1","1",,,,862437.109646845,6278460.58685182,862437.109646845,3917387.7712028818,2288732.1351688774
"834","401","4273","792","56541","330630",,,,880667.057599999,6292736.1105,880667.057599999,3936832.7823210470,2301241.0776405879
"835","313","4479","9034","115916","67899",,,,880667.057599999,6282736.1105,880667.057599999,3935953.3823998510,2291305.6399243562
"836","355","28623","1413","122732","159825",,,,880667.057599999,6287736.1105,880667.057599999,3936392.9952514018,2296273.2006321787
"837","356","115916","2903","216","110994",,,,885667.057599999,6287736.1105,885667.057599999,3941382.2233032985,2295814.4843699774
"838","357","441","16048","45625","92412",,,,890667.057599999,6287736.1105,890667.057599999,3946371.5123877111,2295355.9973628786
"839","402","1978","4729","85856","110994",,,,885667.057599999,6292736.1105,885667.057599999,3941822.0530545097,2300782.3055145014
"840","403","2723","2753","89506","95904",,,,890667.057599999,6292736.1105,890667.057599999,3946811.3849593559,2300323.7632547058
"841","314","21234","3414","21440","67899",,,,885667.057599999,6282736.1105,885667.057599999,3940942.5656299647,2290846.9798024837
"842","315","28456","9404","80054","457767",,,,890667.057599999,6282736.1105,890667.057599999,3945931.8097541239,2290388.5483265473
"843","1508","1","1","1","1",,,,892869.131264259,6290956.8275561,892869.131264259,3948852.2217785791,2298354.0476646852
"844","405","23390","4214","115657","113322",,,,900667.057599999,6292736.1105,900667.057599999,3956790.2285894426,2299407.3683301676
"845","126","35858","1411","151858","159825",,,,920667.057599999,6257736.1105,920667.057599999,3973670.9951905473,2262812.0234234459
"846","399","670","2315","72786","105730",,,,870667.057599999,6292736.1105,870667.057599999,3926854.4280596990,2302159.3114825529
"847","433","17250","22645","142826","122732",,,,865667.057599999,6297736.1105,865667.057599999,3922305.1864677370,2307587.1333005056
"848","434","28333","7367","151858","110994",,,,870667.057599999,6297736.1105,870667.057599999,3927294.3082847679,2307127.6141655631
"849","319","28623","7338","122732","106408",,,,910667.057599999,6282736.1105,910667.057599999,3965889.3766346481,2288557.1088580601
"850","320","88618","9270","151858","127767",,,,915667.057599999,6282736.1105,915667.057599999,3970878.9113081209,2288099.8205749127
"851","361","15037","23364","166558","279505","851","184264.50000000006","279505.0",910667.057599999,6287736.1105,910667.057599999,3966329.2605358055,2293524.3418531017
"852","362","2294","9034","115657","159825",,,,915667.057599999,6287736.1105,915667.057599999,3971318.8408932639,2293067.0010783877
"853","360","37256","248","14048","65356",,,,905667.057599999,6287736.1105,905667.057599999,3961339.7365796822,2293981.9118613750
"854","318","28623","1310","341975","65356",,,,905667.057599999,6282736.1105,905667.057599999,3960899.8982135826,2289014.6257676822
"855","359","11712","155911","45625","194329",,,,900667.057599999,6287736.1105,900667.057599999,3956350.2699519359,2294439.7111118124
"856","358","25926","53151","117798","70439",,,,895667.057599999,6287736.1105,895667.057599999,3951360.8615792007,2294897.7396108774
"857","363","40","6289","39276","122920",,,,920667.057599999,6287736.1105,920667.057599999,3976308.4767246009,2292609.8895264696
"858","409","18855","1754","341975","183156",,,,920667.057599999,6292736.1105,920667.057599999,3976748.6092524906,2297577.3367137522
"859","84","40","16048","166558","194329",,,,850667.057599999,6252736.1105,850667.057599999,3903387.4830280184,2264261.7517794403
"860","114","65516","17474","87499","65356",,,,845667.057599999,6257736.1105,845667.057599999,3898837.2199799726,2269687.6521461369
"861","148","14257","3907","153397","98663",,,,845667.057599999,6262736.1105,845667.057599999,3899275.5710874689,2274653.9962588614
"862","94","10065","3931","127012","122304",,,,915667.057599999,6252736.1105,915667.057599999,3968242.7007984030,2258303.6247037994
"863","125","10065","1869","106716","127767",,,,915667.057599999,6257736.1105,915667.057599999,3968681.6663495423,2263268.8193253325
"864","159","7125","5739","42476","130065",,,,910667.057599999,6262736.1105,910667.057599999,3964131.4629830713,2268691.4294258924
"865","124","777","6537","115657","36286",,,,910667.057599999,6257736.1105,910667.057599999,3963692.3920827056,2263725.8408402512
"866","158","21963","1753","118106","36286",,,,905667.057599999,6262736.1105,905667.057599999,3959142.1880385065,2269148.7310857186
"867","93","20916","854","108402","67899",,,,910667.057599999,6252736.1105,910667.057599999,3963253.4849943006,2258760.5920066191
"868","1390","1","1","1","1",,,,911848.145968919,6258848.30804393,911848.145968919,3964968.5974347545,2264722.3749084310
"869","1392","1","1","1","1",,,,905605.5,6258529.8,905605.5,3958711.4259055671,2264976.9320833138
"870","1391","1","1","1","1",,,,908342.40979078,6257723.8266283,908342.40979078,3961371.6714007254,2263926.2015105970
"871","1393","1","1","1","1",,,,904968.965543891,6259807.4245455,904968.965543891,3958188.4350800761,2266303.9895075159
"872","310","6854","1169","115657","270166",,,,865667.057599999,6282736.1105,865667.057599999,3920986.2073433143,2292682.9921294209
"873","309","155913","4200","151858","194329",,,,860667.057599999,6282736.1105,860667.057599999,3915997.2769570160,2293142.5667881011
"874","311","4273","10356","56541","159825",,,,870667.057599999,6282736.1105,870667.057599999,3925975.2023299546,2292223.6460935990
"875","352","37833","4129","21440","167623",,,,865667.057599999,6287736.1105,865667.057599999,3921425.6865394018,2297650.7249172572
"876","353","25926","142826","119535","279505",,,,870667.057599999,6287736.1105,870667.057599999,3926414.7259449777,2297191.3209111965
"877","197","777","996","105730","194329",,,,905667.057599999,6267736.1105,905667.057599999,3959581.3682829393,2274114.7100439351
"878","198","15814","1912","27953","279505",,,,910667.057599999,6267736.1105,910667.057599999,3964570.6972925137,2273657.3541444088
"879","160","5096","4644","95904","279505",,,,915667.057599999,6262736.1105,915667.057599999,3969120.7935885414,2268234.3539843452
"880","161","23390","75942","115657","95904",,,,920667.057599999,6262736.1105,920667.057599999,3974110.1789170718,2267777.5047524525
"881","199","5060","10744","95904","38505",,,,915667.057599999,6267736.1105,915667.057599999,3969560.0821102401,2273200.2250622017
"882","238","17250","1232","71434","105730",,,,905667.057599999,6272736.1105,905667.057599999,3960020.7136618481,2279081.0212282054
"883","240","142826","5960","39158","106408",,,,915667.057599999,6272736.1105,915667.057599999,3969999.5315086921,2278166.4289370989
"884","239","46619","2910","70344","457767",,,,910621.299999997,6272520.4,910621.299999997,3964945.4740709024,2278413.5347363036
"885","1388","1","1","1","1",,,,907647.877151715,6269200.15166428,907647.877151715,3961686.5866098064,2275387.6312870714
"886","1389","1","1","1","1",,,,912741.11650486,6263743.1095002,912741.11650486,3966289.5425657039,2269501.9065169562
"887","91","1244","3679","89506","67899",,,,900667.057599999,6252736.1105,900667.057599999,3953275.2204306391,2259675.2016963866
"888","92","5615","8024","21440","95904",,,,905667.057599999,6252736.1105,905667.057599999,3958264.3245578599,2259217.7843356007
"889","123","28028","3192","125962","113506",,,,905667.057599999,6257736.1105,905667.057599999,3958703.1733299438,2264183.0879763821
"890","122","13093","8250","117798","127767",,,,900667.057599999,6257736.1105,900667.057599999,3953714.0110307578,2264640.5607398050
"891","1386","1","1","1","1",,,,878576.72525941,6260038.93542519,878576.72525941,3931874.2937830561,2268951.5067595746
"892","1385","1","1","1","1",,,,882479.337231301,6260038.93542518,882479.337231301,3935768.2581481594,2268593.6208140450
"893","116","6606","28220","4553","130065",,,,870667.057599999,6257736.1105,870667.057599999,3923780.2753227279,2267390.1355653950
"894","117","13093","1018","117798","167623",,,,875667.057599999,6257736.1105,875667.057599999,3928769.0791931218,2266931.3090298292
"895","87","42076","1750","117798","113322",,,,875667.057599999,6252736.1105,875667.057599999,3928330.5773596321,2261965.6640266171
"896","88","9596","4226","79400","113506",,,,880667.057599999,6252736.1105,880667.057599999,3933319.3858312233,2261507.1214963123
"897","118","3528","3192","70344","167623","897","167622.99999999997","167623.0",880667.057599999,6257736.1105,880667.057599999,3933757.9451458193,2266472.7081133360
"898","86","48131","1834","143078","105730",,,,870667.057599999,6252736.1105,870667.057599999,3923341.8308383622,2262424.4315780755
"899","1384","1","1","1","1",,,,882380.118282863,6254251.16343297,882380.118282863,3935161.5017410950,2262854.6543831988
"900","1383","1","1","1","1",,,,874641.040304706,6251803.76270484,874641.040304706,3927225.1190336784,2261133.8801377998
"901","149","24566","10757","23408","90314",,,,855667.057599999,6262736.1105,855667.057599999,3909252.7059830618,2273734.1900623254
"902","189","17646","1170","27953","170405",,,,855667.057599999,6267736.1105,855667.057599999,3909691.3532203990,2278700.7444560411
"903","151","44098","1200","46745","183156",,,,860667.057599999,6262736.1105,860667.057599999,3914241.3728244719,2273274.6262142910
"904","152","1978","7338","4553","154690",,,,865667.057599999,6262736.1105,865667.057599999,3919230.1046835887,2272815.2885535695
"905","271","15037","6030","142826","170405",,,,870667.057599999,6277736.1105,870667.057599999,3925535.8576031975,2287256.2906687250
"906","272","1176","700","116707","110994",,,,875667.057599999,6277736.1105,875667.057599999,3930524.8695743377,2286797.2308965437
"907","273","8269","1485","143078","154690",,,,880667.057599999,6277736.1105,880667.057599999,3935513.9441595329,2286338.3991551152
"908","354","40401","1805","47834","113322",,,,875667.057599999,6287736.1105,875667.057599999,3931403.8291570726,2296732.1461473517
"909","312","24693","4578","153397","116948",,,,875667.057599999,6282736.1105,875667.057599999,3930964.2609909270,2291764.5286896252
"910","270","14048","30360","80101","98453",,,,865667.057599999,6277736.1105,865667.057599999,3920546.9091745839,2287715.5784644210
"911","233","441","6289","87499","183156",,,,880667.057599999,6272736.1105,880667.057599999,3935074.6809227960,2281371.4819592861
"912","234","12282","15544","70344","159647",,,,885667.057599999,6272736.1105,885667.057599999,3940063.7680978263,2280912.9349454506
"913","1378","1","1","1","1",,,,873615.777837515,6284049.92094716,873615.777837515,3929032.9421884590,2293258.1335820965
"914","1377","1","1","1","1",,,,878080.63051722,6275351.72646744,878080.63051722,3932723.6765198610,2284207.0553792017
"915","1376","1","1","1","1",,,,881917.096523486,6276046.2591065,881917.096523486,3936612.7797186375,2284545.0213119444
"916","155","36284","2146","80054","159647",,,,890667.057599999,6262736.1105,890667.057599999,3944174.7065426018,2270521.9934290415
"917","119","18444","1004","71434","98663",,,,885667.057599999,6257736.1105,885667.057599999,3938746.8722436614,2266014.3328225827
"918","120","441","16105","87499","110994",,,,890667.057599999,6257736.1105,890667.057599999,3943735.8595491122,2265556.1831621490
"919","153","14504","4759","80101","122732",,,,880667.057599999,6262736.1105,880667.057599999,3934196.6810255521,2271438.6328114746
"920","154","7125","4950","54881","113322",,,,885667.057599999,6262736.1105,885667.057599999,3939185.6636120225,2270980.2000055476
"921","64","10780","7458","24518","98453",,,,920667.057599999,6247736.1105,920667.057599999,3972793.1068366822,2252882.0853551365
"922","63","62068","2759","122732","117798",,,,915667.057599999,6247736.1105,915667.057599999,3967803.8973394954,2253338.7737351805
"923","23","75785","670","85856","70439",,,,915667.057599999,6242736.1105,915667.057599999,3967365.2563764015,2248374.2700317306
"924","1397","1","1","1","1",,,,907284.074340776,6239401.3941501,907284.074340776,3958708.2056726478,2245829.4543692563
"925","1398","1","1","1","1",,,,908441.628739218,6243105.56822512,908441.628739218,3960188.0069151423,2249401.3698136634
"926","41","27953","1364","39276","116948",,,,905667.057599999,6242736.1105,905667.057599999,3957387.1264216201,2249288.2099223756
"927","61","46619","5893","23408","170405","927","170405.0","170405.0",905667.057599999,6247736.1105,905667.057599999,3957825.6421220745,2254252.8237798414
"928","62","115916","4112","38505","38505",,,,910667.057599999,6247736.1105,910667.057599999,3962814.7421199526,2253795.6865409669
"929","190","14048","2753","47834","122920",,,,860667.057599999,6267736.1105,860667.057599999,3914680.0727682882,2278241.1203552978
"930","228","49407","11956","130065","154690",,,,855667.057599999,6272736.1105,855667.057599999,3910130.1869048206,2283667.6283411123
"931","229","24693","633","24518","167623",,,,860667.057599999,6272736.1105,860667.057599999,3915118.9570262111,2283207.9442520933
"932","268","13497","125962","130065","90314",,,,855667.057599999,6277736.1105,855667.057599999,3910569.2066569673,2288634.8380866228
"933","269","77061","10718","46745","154690",,,,860667.057599999,6277736.1105,860667.057599999,3915558.0252165967,2288175.0942742294
"934","85","21963","3988","118106","113506",,,,865667.057599999,6252736.1105,865667.057599999,3918353.1472062655,2262883.4241414811
"935","115","35858","1389","151858","106408",,,,865667.057599999,6257736.1105,865667.057599999,3918791.5344714238,2267849.1877112119
"936","193","20916","8158","21440","38505",,,,885667.057599999,6267736.1105,885667.057599999,3939624.6290275031,2275946.4019214455
"937","194","670","14340","80054","130065",,,,890667.057599999,6267736.1105,890667.057599999,3944613.7254547994,2275488.1387048671
"938","195","23390","18338","115657","170405","938","170405.0","170405.0",895667.057599999,6267736.1105,895667.057599999,3949602.8814293174,2275030.1023204569
"939","235","52040","2645","87499","130065",,,,890667.057599999,6272736.1105,890667.057599999,3945052.9158911458,2280454.6153652673
"940","236","670","252","155409","46745",,,,895667.057599999,6272736.1105,895667.057599999,3950042.1233710512,2279996.5232199794
"941","276","33340","441","163070","122304",,,,895667.057599999,6277736.1105,895667.057599999,3950481.5343090142,2284963.2721555457
"942","277","3634","2327","127012","122920",,,,900667.057599999,6277736.1105,900667.057599999,3955470.8500580690,2284505.3525666334
